APT;Additional;Annotator;Difficulty;FailureReasons;FormatCorrect;Group;Index;Kind;Original;Paraphrase;annotation_id;annotator.1;created_at;id;lead_time;type;updated_at
Subordination and nesting changes;;2;Easy;;Yes;;11074;1;His plan would cost more than $200 billion annually, which Gephardt would pay for by repealing Bush's tax cuts.; His plan, which Gephardt would pay for by repealing Bush's tax cuts, would cost more than $200 billion annually.;345;14;24.01.2024 13:11;616;117422;"[{""start"":5,""end"":69,""text"":""plan, which Gephardt would pay for by repealing Bush's tax cuts,"",""labels"":[""APT""]}]";24.01.2024 13:11
Subordination and nesting changes;"{""choices"":[""Structure-based Changes"",""Semantic-based Changes""]}";14;Easy;;Yes;;11080;0;The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;The Okaz newspaper in Saudi Arabia reported on Monday that suspects who escaped the raid on Saturday fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;389;16;24.01.2024 16:23;617;40548;;24.01.2024 16:23
Subordination and nesting changes;;15;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;11081;3;The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;The Saudi newspaper Okaz reported Monday that suspects who fled Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;165;2;23.01.2024 17:07;618;4998;;23.01.2024 17:07
Subordination and nesting changes;;1;Hard;otherchange;Yes;Morpho- and Lexicon-based Changes;11082;2;The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday's raid fled in a car which broke down on the outskirts of Mecca Sunday afternoon.;318;9;24.01.2024 12:38;619;66878;;24.01.2024 13:01
Subordination and nesting changes;Structure-based Changes;2;Easy;;Yes;;11083;4;The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;The Saudi newspaper Okaz reported Monday that suspects who escaped, and had been chased by the police, fled in a car that broke down on the outskirts of Mecca Sunday afternoon.;346;14;24.01.2024 13:12;620;50714;"[{""start"":68,""end"":102,""text"":""and had been chased by the police,"",""labels"":[""APT""]}]";24.01.2024 13:12
Subordination and nesting changes;;3;Hard;otherchange;Yes;"{""choices"":[""Morpho- and Lexicon-based Changes"",""Others""]}";11084;1;The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon.; The suspects who escaped Saturday's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon, according to the Saudi newspaper Okaz reported Monday.;464;18;26.01.2024 20:09;621;138259;;26.01.2024 20:09
Subordination and nesting changes;;15;Hard;otherchange;Yes;"{""choices"":[""Structure-based Changes"",""Semantic-based Changes""]}";11090;0;Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen, was also arrested on Friday.;167;2;23.01.2024 17:09;622;149865;;23.01.2024 17:09
Subordination and nesting changes;;1;Hard;Nonsense;Yes;;11091;3;Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;The others arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;320;9;24.01.2024 12:40;623;69654;;24.01.2024 13:01
Subordination and nesting changes;Morpho- and Lexicon-based Changes;2;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;11092;2;Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;Also taken into custody on Friday was Claudia Carrizales de Villa, 34, a Mexican citizen residing in Harlingen.;350;14;24.01.2024 13:15;624;169912;;24.01.2024 13:15
Subordination and nesting changes;;3;Easy;otherchange;Yes;Others;11093;4;Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen, according to law enforcement officials.;465;18;26.01.2024 20:10;625;83681;;26.01.2024 20:10
Subordination and nesting changes;;4;Easy;Other;Yes;;11094;1;Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.; Also arrested on Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.;338;15;24.01.2024 13:03;626;1010633;;24.01.2024 13:03
Derivational Changes;;6;Hard;otherchange;No;Morpho- and Lexicon-based Changes;3032;2;The search was concentrated in northeast Pennsylvania, but State Police Trooper Tom Kelly acknowledged that Selenski could have traveled hundreds of miles by now.;The search was focused in northeast Pennsylvania, but State Police Trooper Tom Kelly admitted that Selenski may have traveled hundreds of miles by now.;87;8;23.01.2024 12:18;238;117033;;23.01.2024 12:18
Syntheticanalytic substitution;;2;Easy;;Yes;;12001;3;Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier.;1Q revenue of $6.8 billion dropped 15 percent from the same period a year earlier.;351;14;24.01.2024 13:17;628;137903;"[{""start"":0,""end"":10,""text"":""1Q revenue"",""labels"":[""APT""]}]";24.01.2024 13:17
Inflectional Changes;;9;Easy;;No;;5021;3;The songs are on offer for 99 cents each, or $9.99 for an album.;The songs will be offered for 99 cents each, or $9.99 for an album.;608;21;30.01.2024 12:43;282;39699;"[{""start"":10,""end"":25,""text"":""will be offered"",""labels"":[""APT""]}]";30.01.2024 12:43
Syntheticanalytic substitution;;4;Easy;Other;Yes;;12003;4;Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier.;Revenue in the first quarter of the year dropped 15 percent from the same period of a year earlier.;339;15;24.01.2024 13:05;630;54764;;24.01.2024 13:05
Syntheticanalytic substitution;;5;Easy;otherchange;Yes;Others;12004;1;Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier.; Revenue in the first quarter of the year dropped by 15 percent from the same period a year earlier.;233;13;23.01.2024 18:28;631;30216;;23.01.2024 18:28
Syntheticanalytic substitution;;2;Easy;;Yes;;12010;0;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;Tropical storm warnings and watches were posted today for Haiti, western parts of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;352;14;24.01.2024 13:17;632;29005;"[{""start"":0,""end"":14,""text"":""Tropical storm"",""labels"":[""APT""]}]";24.01.2024 13:17
Syntheticanalytic substitution;"{""choices"":[""Morpho- and Lexicon-based Changes"",""Structure-based Changes"",""Others""]}";3;Hard;;Yes;;12011;3;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;Tropical storm warnings and watches were issued today about the storm for Haiti, portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands..;467;18;26.01.2024 20:20;633;540781;"[{""start"":81,""end"":89,""text"":""portions"",""labels"":[""APT""]}]";26.01.2024 20:20
Syntheticanalytic substitution;"{""choices"":[""Morpho- and Lexicon-based Changes"",""Structure-based Changes""]}";4;Hard;;Yes;;12012;2;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But today, Haiti, western parts of the Dominican Republic, the southeastern Bahamas, and the Turk and Caicos Islands had tropical storm warnings and watches posted.;340;15;24.01.2024 13:07;634;8981;"[{""start"":18,""end"":57,""text"":""western parts of the Dominican Republic"",""labels"":[""APT""]}]";24.01.2024 13:07
Syntheticanalytic substitution;;5;Easy;otherchange;Yes;Others;12013;4;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But tropical storm warnings and watches were posted in Haiti, in western portions of the Dominican Republic, in the southeastern Bahamas, and in the Turk and Caicos islands on today.;234;13;23.01.2024 18:33;635;61013;;23.01.2024 18:33
Change of order;;14;Easy;;No;;1012;2;The stock rose $2.11, or about 11 percent, to close Friday at $21.51 on the New York Stock Exchange.;An increase of $2.11 or approximately 11 percent caused the stock to rise, closing Friday at $21.51 on the New York Stock Exchange.;362;16;24.01.2024 15:44;159;1,40717E+16;"[{""start"":15,""end"":72,""text"":""to close Friday at $21.51 on the New York Stock Exchange,"",""labels"":[""APT""]}]";24.01.2024 15:44
Syntheticanalytic substitution;;3;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;12020;0;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.; Six months ago, the IMF and Argentina reached a bare-minimum $6.8-billion debt rollover agreement that expires in August.;468;18;26.01.2024 20:22;637;96376;;26.01.2024 20:22
Syntheticanalytic substitution;;4;Easy;otherchange;Yes;Structure-based Changes;12021;3;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.;Six months ago, Argentina and the IMF struck a bare-minimum $6.8 billion debt rollover deal which expires in August.;341;15;24.01.2024 13:07;638;27218;;24.01.2024 13:07
Syntheticanalytic substitution;Others;5;Hard;;Yes;;12022;2;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.;Six months ago, the IMF and Argentina made a $6.8-billion debt rollover deal that has the minimum conditions and expires in August, which is just the minimum amount.;235;13;23.01.2024 18:35;639;12773;"[{""start"":43,""end"":57,""text"":""a $6.8-billion"",""labels"":[""APT""]},{""start"":132,""end"":165,""text"":""which is just the minimum amount.\\n"",""labels"":[""APT""]}]";23.01.2024 18:35
Subordination and nesting changes;;12;Hard;Other;No;;11042;2;The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.;The University of Michigan, which dropped a point system the U.S. Supreme Court found unconstitutional in June, released a new undergraduate admission process Thursday.;543;19;29.01.2024 20:46;599;5657;;29.01.2024 20:46
Syntheticanalytic substitution;;7;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;12024;1;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.; Six months ago, the IMF and Argentina made a bare-minimum $6.8-billion debt rollover deal that expires in August.;421;17;25.01.2024 14:38;641;81271;;25.01.2024 14:48
Syntheticanalytic substitution;;4;Easy;otherchange;Yes;Structure-based Changes;12030;0;Singapore is already the United States' 12th-largest trading partner, with two-way trade totaling more than $34 billion.; Singapore is already the 12th-largest trading partner of the United States, with two-way trade totaling more than $34 billion.;342;15;24.01.2024 13:08;642;51186;;24.01.2024 13:08
