;annotator;apt;index;kind;paraphrase-text;original;paraphrase_fixed;paraphrase;applied-correctly;failure_identical;failure_otherchange;failure_nonsense;failure_other;correct_format;hard;add_morph;add_struct;add_semantic;add_others;mistaken_morph;mistaken_struct;mistaken_semantic;mistaken_others;start;end;marked_text;golden_example
541;5;Syntheticanalytic substitution;12031;3;Singapore is already is Kiwi twelfth-largest trading partner, with two-way trade totalling about $164 million in 2002.;Singapore is already the United States' 12th-largest trading partner, with two-way trade totaling more than $34 billion.;Singapore is already is Kiwi twelfth-largest trading partner, with two-way trade totalling about $164 million in 2002.;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;;;;False
542;6;Syntheticanalytic substitution;12032;2;Singapore is already the twelfth-largest trading partner of the United States, with two-way trade amounting to over $34 billion.;Singapore is already the United States' 12th-largest trading partner, with two-way trade totaling more than $34 billion.;Singapore is already the twelfth-largest trading partner of the United States, with two-way trade amounting to over $34 billion.;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;;False
543;7;Syntheticanalytic substitution;12033;4;Singapore is already the 12th-largest trading partner of the United States, with two-way trade totaling more than $34 billion.;Singapore is already the United States' 12th-largest trading partner, with two-way trade totaling more than $34 billion.;Singapore is already the 12th-largest trading partner of the United States, with two-way trade totaling more than $34 billion.;True;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;;;;False
544;8;Syntheticanalytic substitution;12034;1; Singapore is already the 12th-largest trading partner of the United States, with total trade amounting to more than $34 billion.;Singapore is already the United States' 12th-largest trading partner, with two-way trade totaling more than $34 billion.; Singapore is already the 12th-largest trading partner of the United States, with total trade amounting to more than $34 billion.;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;82.0;93.0;total trade;False
545;5;Syntheticanalytic substitution;12040;0; The group will be led by John S. Wolf, who is a State Department official and has served in Australia, Vietnam, Greece, and Pakistan.;The group will be headed by State Department official John S. Wolf, who has served in Australia, Vietnam, Greece and Pakistan.; The group will be led by John S. Wolf, who is a State Department official and has served in Australia, Vietnam, Greece, and Pakistan.;True;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;40.0;48.0;who is a;False
546;6;Syntheticanalytic substitution;12041;3;Mr John S. Wolf, 54, a senior Foreign Service officer, who has served in Australia, Vietnam, Greece and Pakistan, will head the ministry investigating team.;The group will be headed by State Department official John S. Wolf, who has served in Australia, Vietnam, Greece and Pakistan.;Mr John S. Wolf, 54, a senior Foreign Service officer, who has served in Australia, Vietnam, Greece and Pakistan, will head the ministry investigating team.;True;True;False;False;False;False;True;False;False;True;False;True;False;False;False;False;21.0;53.0;a senior Foreign Service officer;False
547;7;Syntheticanalytic substitution;12042;2;"Altered Sentence: The group will be headed by John S. Wolf, an official of the State Department, who has served in Australia, Vietnam, Greece, and Pakistan.Alteration Check: The alteration of adding ""an official of the State Department"" fits the definition of synthetic/analytic substitution by changing the synthetic structure ""State Department official"" to an analytic structure ""official of the State Department"". No other changes were made in the sentence.";The group will be headed by State Department official John S. Wolf, who has served in Australia, Vietnam, Greece and Pakistan.;The group will be headed by John S. Wolf, an official of the State Department, who has served in Australia, Vietnam, Greece, and Pakistan.;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;;;;False
548;8;Syntheticanalytic substitution;12043;4;The group will be headed by John S. Wolf, an official of the State Department, who has served in Australia, Vietnam, Greece and Pakistan.;The group will be headed by State Department official John S. Wolf, who has served in Australia, Vietnam, Greece and Pakistan.;The group will be headed by John S. Wolf, an official of the State Department, who has served in Australia, Vietnam, Greece and Pakistan.;True;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;;;;False
549;9;Syntheticanalytic substitution;12044;1; The group will be headed by John S. Wolf, who has served in Australia, Vietnam, Greece and Pakistan, State Department official.;The group will be headed by State Department official John S. Wolf, who has served in Australia, Vietnam, Greece and Pakistan.; The group will be headed by John S. Wolf, who has served in Australia, Vietnam, Greece and Pakistan, State Department official.;True;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;;;;False
550;6;Syntheticanalytic substitution;12050;0; The company has announced that it plans to restate its earnings for the years 2000 through 2002.;The company has said it plans to restate its earnings for 2000 through 2002.; The company has announced that it plans to restate its earnings for the years 2000 through 2002.;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False;False;;;;False
551;7;Syntheticanalytic substitution;12051;3;Consequently, the company expects to restate its earnings for 2000 through 2002.;The company has said it plans to restate its earnings for 2000 through 2002.;Consequently, the company expects to restate its earnings for 2000 through 2002.;True;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;26.0;33.0;expects;False
552;8;Syntheticanalytic substitution;12052;2;The company has stated that it intends to restate its earnings for the years 2000 to 2002.;The company has said it plans to restate its earnings for 2000 through 2002.;The company has stated that it intends to restate its earnings for the years 2000 to 2002.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;;;;False
